 x_m, y_m, w_tr_right_m, w_tr_left_m
29.1980565400056,-39.8658662519016,1.1,1.1
29.5620871580668,-39.8605232538421,1.1,1.1
29.926162735893,-39.8552286403595,1.1,1.1
30.2902888843461,-39.8499575633502,1.1,1.1
30.65447114142,-39.8446854661842,1.1,1.1
31.0187150451083,-39.8393875736263,1.1,1.1
31.3830261334048,-39.8340393290464,1.1,1.1
31.7474100171716,-39.8286158843411,1.1,1.1
32.111872161534,-39.8230926828802,1.1,1.1
32.4764181044859,-39.8174449494287,1.1,1.1
32.8410509793656,-39.8116313676386,1.1,1.1
33.2057283768003,-39.8053141927603,1.1,1.1
33.5703693400656,-39.7979010780696,1.1,1.1
33.9348914550707,-39.7887916613246,1.1,1.1
34.2992124534613,-39.7773853616785,1.1,1.1
34.6632499940147,-39.7630816711531,1.1,1.1
35.02692166264,-39.7452802275065,1.1,1.1
35.3901452638513,-39.7233804498921,1.1,1.1
35.7528382378208,-39.6967818303314,1.1,1.1
36.1149184619311,-39.664883860846,1.1,1.1
36.4763034492228,-39.6270861063259,1.1,1.1
36.83691100421,-39.5827881316611,1.1,1.1
37.196658567065,-39.531389647478,1.1,1.1
37.5554369081483,-39.4724533708768,1.1,1.1
37.9130687387921,-39.4059532878607,1.1,1.1
38.2693659129461,-39.3319278729123,1.1,1.1
38.6241406489018,-39.2504152361728,1.1,1.1
38.9772048006088,-39.1614537063883,1.1,1.1
39.3283705134902,-39.0650816851732,1.1,1.1
39.6774497143642,-38.961337355537,1.1,1.1
40.0242544757855,-38.8502590462257,1.1,1.1
40.3685968703088,-38.7318850131171,1.1,1.1
40.7102888247522,-38.6062535849573,1.1,1.1
41.0491424116705,-38.4734030176242,1.1,1.1
41.3849696307501,-38.3333716398637,1.1,1.1
41.7175915902197,-38.1862049943875,1.1,1.1
42.0469067844836,-38.0320111449418,1.1,1.1
42.3728534211907,-37.870930071605,1.1,1.1
42.6953699994633,-37.7031020459289,1.1,1.1
43.0143950184235,-37.528667266597,1.1,1.1
43.3298669043253,-37.347766005161,1.1,1.1
43.6417241562908,-37.1605385331729,1.1,1.1
43.9499052734423,-36.9671249764476,1.1,1.1
44.254348754902,-36.7676657522738,1.1,1.1
44.5549930269238,-36.5623009864665,1.1,1.1
44.8517766614983,-36.3511709505775,1.1,1.1
45.1446380848792,-36.1344158432902,1.1,1.1
45.4335157961889,-35.912176009025,1.1,1.1
45.7183482945496,-35.6845916464651,1.1,1.1
45.9990740062152,-35.4518028814258,1.1,1.1
46.2756315031761,-35.2139501311955,1.1,1.1
46.5479592116864,-34.9711735944576,1.1,1.1
46.8159956308682,-34.7236133970273,1.1,1.1
47.0796792598437,-34.4714098833248,1.1,1.1
47.3389485248669,-34.2147033249019,1.1,1.1
47.5937419979282,-33.953633920442,1.1,1.1
47.8439981052817,-33.6883418686285,1.1,1.1
48.0896553460494,-33.4189674410134,1.1,1.1
48.3306521464853,-33.1456509091483,1.1,1.1
48.5669271514482,-32.8685325445851,1.1,1.1
48.7984144879602,-32.5877473723553,1.1,1.1
49.0249715526825,-32.303335907255,1.1,1.1
49.2463873189065,-32.0152547926229,1.1,1.1
49.4624484281369,-31.7234577570638,1.1,1.1
49.6729417404832,-31.4278986749196,1.1,1.1
49.87765389745,-31.1285312747951,1.1,1.1
50.0763715405419,-30.8253092852953,1.1,1.1
50.2688815298686,-30.5181866536303,1.1,1.1
50.4549704340661,-30.207117108405,1.1,1.1
50.6344251132441,-29.8920543782245,1.1,1.1
50.807032136039,-29.5729523374304,1.1,1.1
50.9725782896918,-29.2497647146277,1.1,1.1
51.1308502885756,-28.9224453112896,1.1,1.1
51.281672447126,-28.5909808653787,1.1,1.1
51.4252015780076,-28.255649442475,1.1,1.1
51.5617676290576,-27.9168807471712,1.1,1.1
51.6917020783484,-27.5751058685584,1.1,1.1
51.8153364039521,-27.2307558228595,1.1,1.1
51.9330020839412,-26.8842616991657,1.1,1.1
52.0450236010273,-26.5360517447029,1.1,1.1
52.1513315116838,-26.1863941878254,1.1,1.1
52.2512635884495,-25.8353163541603,1.1,1.1
52.3441084906031,-25.4828256034097,1.1,1.1
52.4291548774229,-25.1289293681443,1.1,1.1
52.5056913353195,-24.7736351538028,1.1,1.1
52.5730141018784,-24.4169510487708,1.1,1.1
52.6308440913629,-24.0589298825939,1.1,1.1
52.6795436051526,-23.699691742294,1.1,1.1
52.7195284299874,-23.3393622528869,1.1,1.1
52.7512143526075,-22.9780672579934,1.1,1.1
52.7750170140161,-22.6159323097608,1.1,1.1
52.7913522009534,-22.2530831789416,1.1,1.1
52.800751415081,-21.8896432316331,1.1,1.1
52.804298427199,-21.5257246850766,1.1,1.1
52.8032414719476,-21.1614364774384,1.1,1.1
52.798829002572,-20.7968874740164,1.1,1.1
52.7923092537125,-20.432186685845,1.1,1.1
52.7849305328776,-20.0674430510906,1.1,1.1
52.7779055878265,-19.7027623017124,1.1,1.1
52.7717610380425,-19.3381904905003,1.1,1.1
52.7664057252337,-18.9737197476739,1.1,1.1
52.7617261205289,-18.6093403088758,1.1,1.1
52.757608840793,-18.2450421911436,1.1,1.1
52.7539402842861,-17.8808157758565,1.1,1.1
52.7506069950052,-17.5166511529206,1.1,1.1
52.7474956626837,-17.1525385579784,1.1,1.1
52.74449275845,-16.788468080936,1.1,1.1
52.7414847534326,-16.4244300303042,1.1,1.1
52.7383582644967,-16.0604145688574,1.1,1.1
52.7349997627706,-15.6964117865015,1.1,1.1
52.7312959379879,-15.3324119917474,1.1,1.1
52.7271654690827,-14.9684076791564,1.1,1.1
52.7226129467604,-14.6043981929134,1.1,1.1
52.7176571710522,-14.240383678755,1.1,1.1
52.7123169419896,-13.8763643552862,1.1,1.1
52.7066111324722,-13.5123404411121,1.1,1.1
52.7005584696631,-13.1483123005744,1.1,1.1
52.6941777535936,-12.7842800065414,1.1,1.1
52.6874877842951,-12.4202439233547,1.1,1.1
52.6805074346673,-12.0562041967511,1.1,1.1
52.6732553590048,-11.6921611910723,1.1,1.1
52.6657505759441,-11.328115052055,1.1,1.1
52.6580116669114,-10.9640659983041,1.1,1.1
52.6500575776749,-10.600014321293,1.1,1.1
52.6419071082658,-10.2359602396267,1.1,1.1
52.6335789858473,-9.87190397191026,1.1,1.1
52.6250920104506,-9.50784588248536,1.1,1.1
52.6164649821071,-9.14378604422034,1.1,1.1
52.6077168465848,-8.77972474858854,1.1,1.1
52.5988661853101,-8.41566221419499,1.1,1.1
52.5899320169195,-8.05159880538137,1.1,1.1
52.5809329228391,-7.68753459501603,1.1,1.1
52.5718879217054,-7.32346994744067,1.1,1.1
52.562815667813,-6.95940500839194,1.1,1.1
52.5537349611934,-6.59534014221156,1.1,1.1
52.5446646747462,-6.23127542176785,1.1,1.1
52.5356210581109,-5.86721113853417,1.1,1.1
52.5266073903628,-5.50314736537886,1.1,1.1
52.5176232342918,-5.13908402943358,1.1,1.1
52.5086680069512,-4.77502120356668,1.1,1.1
52.4997411253944,-4.41095881490981,1.1,1.1
52.4908422252796,-4.04689679059462,1.1,1.1
52.4819705779234,-3.68283527635781,1.1,1.1
52.4731257461158,-3.31877419933104,1.1,1.1
52.4643072197785,-2.95471348664595,1.1,1.1
52.4555143430963,-2.59065313830256,1.1,1.1
52.4467467517277,-2.2265932271692,1.1,1.1
52.4380037169891,-1.86253368037753,1.1,1.1
52.4292848016707,-1.49847457079589,1.1,1.1
52.4205894956939,-1.13441575268761,1.1,1.1
52.4119172161121,-0.770357298921024,1.1,1.1
52.4032673799786,-0.406299282364465,1.1,1.1
52.3946395500834,-0.04224148441292,1.1,1.1
52.3860332163481,0.321815949196926,1.1,1.1
52.3774476500892,0.685873018465087,1.1,1.1
52.3688824869652,1.04992979625988,1.1,1.1
52.3603371440293,1.41398628258133,1.1,1.1
52.3518110383347,1.77804247742943,1.1,1.1
52.3433037326715,2.14209845367251,1.1,1.1
52.3348145712247,2.50615406557389,1.1,1.1
52.3263431167841,2.87020945887025,1.1,1.1
52.3178887864031,3.23426456069327,1.1,1.1
52.3094510700033,3.59831944391127,1.1,1.1
52.3010293117696,3.96237410852425,1.1,1.1
52.2926231473604,4.32642855453222,1.1,1.1
52.2842319938289,4.69048270906683,1.1,1.1
52.2758551953602,5.05453671786476,1.1,1.1
52.2674923147441,5.41859050805768,1.1,1.1
52.2591428419023,5.78264415251392,1.1,1.1
52.2508061938881,6.14669757836515,1.1,1.1
52.2424818606232,6.5107508584797,1.1,1.1
52.2341692591607,6.87480391998923,1.1,1.1
52.2258678065541,7.23885683576209,1.1,1.1
52.2175771384616,7.60290967866661,1.1,1.1
52.2092965990681,7.9669623029661,1.1,1.1
52.201025605427,8.33101485439727,1.1,1.1
52.1927637203282,8.69506733296009,1.1,1.1
52.1845103608251,9.0591195929179,1.1,1.1
52.1762650168392,9.42317185287571,1.1,1.1
52.1680271782921,9.78722396709684,1.1,1.1
52.1597961893689,10.1512760084496,1.1,1.1
52.1515716128595,10.5153280498024,1.1,1.1
52.1433528658172,10.8793799454185,1.1,1.1
52.1351394381636,11.2434318410347,1.1,1.1
52.126930746952,11.6074836637824,1.1,1.1
52.1187263549723,11.9715354865302,1.1,1.1
52.1105256064096,12.3355872364096,1.1,1.1
52.1023280640539,12.6996390591574,1.1,1.1
52.0941331449582,13.0636908090369,1.1,1.1
52.0859403390445,13.4277425589163,1.1,1.1
52.0777489904974,13.7917943816641,1.1,1.1
52.0695587349755,14.1558461315435,1.1,1.1
52.0613689166636,14.5198980271596,1.1,1.1
52.0531790983517,14.8839499227757,1.1,1.1
52.0449886242248,15.2480018183919,1.1,1.1
52.0367970570727,15.6120537868763,1.1,1.1
52.0286037410806,15.9761059010975,1.1,1.1
52.0204083119066,16.3401580153186,1.1,1.1
52.0122100408674,16.7042102752764,1.1,1.1
52.0040085636214,17.0682626081025,1.1,1.1
51.9958032243533,17.432315013797,1.1,1.1
51.9875935858533,17.7963675652282,1.1,1.1
51.9793789923063,18.160420262396,1.1,1.1
51.9711590065022,18.5244731053005,1.1,1.1
51.9629330454944,18.8885260210734,1.1,1.1
51.954700526336,19.2525791554513,1.1,1.1
51.9464610118172,19.6166324355658,1.1,1.1
51.9382139189912,19.980685861417,1.1,1.1
51.9299586649112,20.3447395058733,1.1,1.1
51.9216948123673,20.7087932960662,1.1,1.1
51.9134217055444,21.0728473048641,1.1,1.1
51.9051389072324,21.4369015322671,1.1,1.1
51.896845907353,21.8009559782751,1.1,1.1
51.8885420500912,22.165010642888,1.1,1.1
51.8802268253686,22.5290655989744,1.1,1.1
51.8718997231068,22.8931207007974,1.1,1.1
51.8635602332274,23.2571761669621,1.1,1.1
51.8552077727837,23.6212318517318,1.1,1.1
51.8468418316974,23.9852877551065,1.1,1.1
51.8384618998901,24.349344022823,1.1,1.1
51.8300673215468,24.7134005091444,1.1,1.1
51.8216577323256,25.0774573598076,1.1,1.1
51.8132324764117,25.4415145019441,1.1,1.1
51.8047910437266,25.8055719355539,1.1,1.1
51.7963328513237,26.1696297335055,1.1,1.1
51.7878574619928,26.5336878229304,1.1,1.1
51.7793642927873,26.8977462766969,1.1,1.1
51.7708528336288,27.2618050948052,1.1,1.1
51.7623224287023,27.6258643501235,1.1,1.1
51.7537726407977,27.9899238969152,1.1,1.1
51.7452029598367,28.3539838080486,1.1,1.1
51.7366128028725,28.718044156392,1.1,1.1
51.7280016598268,29.0821049419454,1.1,1.1
51.7193688748846,29.4461660918405,1.1,1.1
51.7107140837041,29.8102276789457,1.1,1.1
51.7020367033386,30.1742897032608,1.1,1.1
51.6933361508414,30.538352164786,1.1,1.1
51.6846141021844,30.9024149906529,1.1,1.1
51.6758736907061,31.2664783265982,1.1,1.1
51.667118486955,31.6305419540168,1.1,1.1
51.6583518428747,31.9946058729088,1.1,1.1
51.6495771832772,32.3586700832742,1.1,1.1
51.640798078711,32.7227345851129,1.1,1.1
51.6320178082515,33.0867993055566,1.1,1.1
51.6232398695787,33.450864171737,1.1,1.1
51.6144676146364,33.814929183654,1.1,1.1
51.6057046139731,34.1789942684394,1.1,1.1
51.5969542195323,34.5430594989615,1.1,1.1
51.5882198561261,34.9071247294836,1.1,1.1
51.5795049485662,35.2711899600057,1.1,1.1
51.5708129216647,35.6352551905277,1.1,1.1
51.5621472731017,35.9993202753131,1.1,1.1
51.5535113548209,36.3633853600986,1.1,1.1
51.5449086645025,36.7274502262789,1.1,1.1
51.5363426269584,37.0915149467226,1.1,1.1
51.5278165941322,37.4555794485613,1.1,1.1
51.5193340637041,37.8196436589267,1.1,1.1
51.5108984604862,38.183707650687,1.1,1.1
51.5025132092901,38.5477712781056,1.1,1.1
51.494181734928,38.9118346140509,1.1,1.1
51.4859074622116,39.2758975127861,1.1,1.1
51.4776938888213,39.6399599743114,1.1,1.1
51.4695443667007,40.0040219986266,1.1,1.1
51.4614623206616,40.3680835128634,1.1,1.1
51.4534512483843,40.7321445170218,1.1,1.1
51.4455145018123,41.0962049382335,1.1,1.1
51.437655578626,41.4602647764986,1.1,1.1
51.4298779036372,41.8243239589485,1.1,1.1
51.4221849016579,42.1883824855834,1.1,1.1
51.4145799246316,42.552440283535,1.1,1.1
51.4070665431069,42.9164972799348,1.1,1.1
51.3996481090274,43.2805536205196,1.1,1.1
51.392328047205,43.6446090866843,1.1,1.1
51.3851097824517,44.0086636784289,1.1,1.1
51.3779968124476,44.3727173957535,1.1,1.1
51.3709924891364,44.736770238658,1.1,1.1
51.3641003101983,45.1008220614058,1.1,1.1
51.3573236275768,45.4648729368652,1.1,1.1
51.3506659389523,45.8289227192995,1.1,1.1
51.3441306691367,46.192971481577,1.1,1.1
51.3377211700734,46.5570191508295,1.1,1.1
51.3314410123112,46.9210657270569,1.1,1.1
51.3252935477936,47.2851110645225,1.1,1.1
51.3192822013325,47.6491552360948,1.1,1.1
51.3134103977398,48.0131980960369,1.1,1.1
51.3076815618274,48.3772397900856,1.1,1.1
51.3020991912756,48.7412800996359,1.1,1.1
51.2965896161941,49.1053171301109,1.1,1.1
51.2908429275388,49.4693429388618,1.1,1.1
51.2845041107639,49.8333485630829,1.1,1.1
51.2772180055874,50.1973249671003,1.1,1.1
51.268629524595,50.5612629695032,1.1,1.1
51.2583834346361,50.9251536803543,1.1,1.1
51.2461246482968,51.288987918243,1.1,1.1
51.231498078163,51.6527567203636,1.1,1.1
51.2141485639525,52.0164511239106,1.1,1.1
51.1937210182511,52.3800618746048,1.1,1.1
51.1698602807766,52.7435801553774,1.1,1.1
51.1422111912467,53.1069967848176,1.1,1.1
51.1104188079839,53.4703019256997,1.1,1.1
51.0741387552202,53.8334138197479,1.1,1.1
51.0330453114819,54.1961236263037,1.1,1.1
50.9868147227407,54.5582098256177,1.1,1.1
50.9351232349682,54.9194506793357,1.1,1.1
50.8776471670042,55.2796244491032,1.1,1.1
50.8140626190837,55.6385096151709,1.1,1.1
50.7440459829151,55.9958842934478,1.1,1.1
50.6672734316015,56.3515270370528,1.1,1.1
50.5834212111146,56.7052160347633,1.1,1.1
50.4921654945576,57.0567296939616,1.1,1.1
50.3931826736388,57.4058462762933,1.1,1.1
50.2861488485932,57.7523441162723,1.1,1.1
50.1707989244048,58.0960189639458,1.1,1.1
50.0472019073904,58.4367653059592,1.1,1.1
49.9155452149169,58.7745126786292,1.1,1.1
49.7760163372194,59.1091908368774,1.1,1.1
49.6288029831382,59.4407293170203,1.1,1.1
49.4740927157768,59.7690578011113,1.1,1.1
49.3120730253705,60.0941058983351,1.1,1.1
49.1429316207595,60.4158033636135,1.1,1.1
48.9668559193106,60.7340796603946,1.1,1.1
48.7840336298642,61.0488645436,1.1,1.1
48.594652169787,61.3600876224147,1.1,1.1
48.3988993207877,61.6676785060236,1.1,1.1
48.1969625002331,61.9715668036115,1.1,1.1
47.9890293440952,62.2716822701,1.1,1.1
47.7752874154774,62.5679544418058,1.1,1.1
47.5559243503517,62.8603130007822,1.1,1.1
47.3311276389533,63.1486875562138,1.1,1.1
47.1010848443858,63.4330077172858,1.1,1.1
46.8659836754893,63.7132031660514,1.1,1.1
46.6260115496308,63.9892035845637,1.1,1.1
46.3813561027822,64.2609385091395,1.1,1.1
46.1322049709153,64.5283376218319,1.1,1.1
45.8787456442654,64.7913306046942,1.1,1.1
45.6211657588043,65.049846994043,1.1,1.1
45.3596528776356,65.3038165447998,1.1,1.1
45.0943830506654,65.5531677731245,1.1,1.1
44.8254034965772,65.7978186292678,1.1,1.1
44.55268047733,66.0376798495149,1.1,1.1
44.2761790161214,66.2726623158878,1.1,1.1
43.9958639175439,66.5026767646716,1.1,1.1
43.7117002047949,66.7276340778883,1.1,1.1
43.4236528282035,66.9474450646914,1.1,1.1
43.1316868109672,67.162020461366,1.1,1.1
42.8357671034152,67.3712710770659,1.1,1.1
42.5358585830083,67.5751077209444,1.1,1.1
42.2319262729438,67.7734411292869,1.1,1.1
41.9239351235511,67.9661822569835,1.1,1.1
41.6118500851591,68.1532417674512,1.1,1.1
41.2956592802287,68.3345048201883,1.1,1.1
40.9754868764089,68.5097059558373,1.1,1.1
40.6515065918189,68.678524699445,1.1,1.1
40.3238920717095,68.8406407946633,1.1,1.1
39.9928170342001,68.9957337665389,1.1,1.1
39.6584552702781,69.1434832129873,1.1,1.1
39.3209804251944,69.283568659055,1.1,1.1
38.9805662170684,69.415669848394,1.1,1.1
38.6373863640191,69.5394662331828,1.1,1.1
38.2916146570341,69.6546374113366,1.1,1.1
37.9434248142327,69.7608631265071,1.1,1.1
37.5929904079975,69.8578227580047,1.1,1.1
37.2404850835792,69.9452111332272,1.1,1.1
36.8860765838933,70.0231226166731,1.1,1.1
36.5299264580466,70.0920829534054,1.1,1.1
36.1721960365408,70.152639384647,1.1,1.1
35.8130465770089,70.2053392973574,1.1,1.1
35.4526394099529,70.2507299327596,1.1,1.1
35.091135793006,70.2893584592081,1.1,1.1
34.7286970566698,70.321772190794,1.1,1.1
34.3654843857093,70.3485184416087,1.1,1.1
34.0016591834946,70.3701443800067,1.1,1.1
33.6373826347906,70.3871973200792,1.1,1.1
33.2728160700989,70.400224503049,1.1,1.1
32.9081208199213,70.4097732430075,1.1,1.1
32.5434499806371,70.4163751144846,1.1,1.1
32.1788619197856,70.4203801769791,1.1,1.1
31.8143540869748,70.4220219006477,1.1,1.1
31.449923057393,70.4215318610706,1.1,1.1
31.0855653333598,70.4191414880912,1.1,1.1
30.7212774171949,70.4150823572895,1.1,1.1
30.3570556654815,70.4095858985089,1.1,1.1
29.992896726276,70.4028836873295,1.1,1.1
29.6287971018981,70.3952072264631,1.1,1.1
29.2647531489309,70.3867880914896,1.1,1.1
28.9007615154308,70.3778576393841,1.1,1.1
28.5368185579809,70.3686475185952,1.1,1.1
28.1729208517693,70.359388503151,1.1,1.1
27.8090637332222,70.3502394460298,1.1,1.1
27.4452407170577,70.341225195335,1.1,1.1
27.0814448807834,70.3323555882923,1.1,1.1
26.7176693747756,70.3236408264691,1.1,1.1
26.3539073494104,70.3150908199595,1.1,1.1
25.9901521008007,70.3067155517258,1.1,1.1
25.6263967064544,70.2985251504673,1.1,1.1
25.2626343167475,70.2905295262777,1.1,1.1
24.8988581549247,70.2827387349879,1.1,1.1
24.535061371362,70.2751628324288,1.1,1.1
24.1712371164357,70.2678117286942,1.1,1.1
23.8073785405219,70.2606955524832,1.1,1.1
23.4434789397334,70.2538242867582,1.1,1.1
23.0795313187098,70.2472079144817,1.1,1.1
22.7155289006956,70.2408564914843,1.1,1.1
